description	isbn
 인생에서 가장 빨리 부자가 되는 방법이 들어 있다. 핵심은 부자가 되기로 결정하는 것이다. 그리고 부자들이 실제로 쓰는 방법들을 실천해야 한다. 책에는 ‘부자가 되겠다’는 생각이 멈추지 않도록 따라해 볼 구체적 사례와 방법이 들어 있다. 당신이 부자가 되도록 목표를 정하고 계획을 수립하는 방법을 친절하게 안내한다.	9791186665794
 『쏘쿨의 수도권 꼬마 아파트 천기누설』은 16년간 서울, 수도권 전역을 발로 뛰면서 부동산 흐름과 혹독한 시기의 바닥경기까지 온몸으로 체험하며 우리나라 부동산의 현주소와 자화상을 파악한 부동산 실전 투자자 쏘쿨이 우리나라 부동산시장의 낙관론과 비관론의 논쟁을 뒤엎고, 정책의 방향을 내다본...	9788957821121
 아빠가 아이에게 처음으로 들려주는 따뜻한 이야기들!아빠의 목소리로 태교 동화를 읽어줄 때 아이는 훨씬 더 풍요로운 자극을 받을 수 있다고 한다. 낮고 굵게 울려 퍼지는 아빠의 목소리뿐만 아니라 엄마의 정서적 안정감과 감동, 행복까지 동시에 아이에게 전달되기 때문이다. 순수 창작 태교 동화 《하루...	9791186117002
 이 책은 사업성을 분석하는 ‘3개의 절대공식’을 알려준다. 이 공식은 저자가 오랫동안 수많은 사례를 분석하고 연구하여 만들어낸 독창적인 것으로, 어떤 재건축 재개발 전문가도 이야기하지 않았던 것들이다.	9791196073107
 부자들이 들려주는 돈과 투자의 비밀을 소개한 책. 부자들은 절대 돈을 위해 일하지 않는다, 부자들은 세금의 원리와 기업의 힘을 안다, 부자들은 돈을 만든다 등  부자들에게서 배우는 여섯 가지 교훈을 시작으로 부자가 되지 못하는 5가지 이유 등을 수록했다.	9788982732362
 평범한 직장인이던 저자가 퇴사 3년 만에 월세 1,000만 원 시스템을 만들까지의 치열한 과정, 실제로 분석하고 체득한 실전 투자 전략, 투자 원칙 등 모든 것을 담았다. 저자는 3년 만에 돈이 저절로 불어나는 시스템을 갖추고 나자 단순히 돈 걱정에서 자유로워진 것뿐 아니라, 세상을 보는 눈, 삶의 목적 등 모든 것이 바뀌었다고 말한다.	9788925564289
 금융위기 시대에 피해를 입지 않으려면 인플레이션을 제대로 이해해야 함을 깨닫고 인플레이션의 과거와 현재, 미래를 넘나들며 그 속에 숨겨진 자본주의의 작동원리와 저금리 시대 투자법, 돈의 미래까지 아우르며 명쾌하고도 흥미로운 지적 여정의 길로 안내한다.	9791130614687
 전작《타이탄의 도구들》이 큰 성공을 거둔 인물들의 ‘디테일한 습관’에 초점을 맞췄다면,《지금 하지 않으면 언제 하겠는가》는 인생에서 가장 중요한 것들에 집중하는 법에 대한 위대한 인물들의 놀라운 통찰을 담고 있다. 일과 삶에서 가장 독창적인 성공을 거둔 133명의 ‘지금 이 순간을 사는 법’에 대한 생생한 목소리가 담겨 있다.	9791158510978
 &lt;주식투자 무작정 따라하기&gt;의 최신개정판이 출간되었다. 이번 5차 개정판에는 지금 당장 시장 분석에 이용할 수 있는 최신 자료와 기업데이터는 물론 스마트폰의 대중적 보급에 따른 모바일 환경에서의 투자 조언, 달라진 주식시장 제도 등을 꼼꼼하게 정리했다.	9791160500844
 네이버를 활용한 주식투자 방법에 대해 설명한다. 네이버 증권에서 제공하는 정보만으로도 기본적 분석, 기술적 분석, 심리적 분석으로 ‘가치투자 종목’을 찾을 수 있다. 개인투자자들은 더 이상 세력에 휘둘리지 않으면서, 높은 수익을 거두기에 충분할 것이다.	9791185021966
 『난생 처음 주식 투자』에서 저자가 가장 강조하는 것은 ‘잃지 않는 투자’다. 처절한 실패를 경험해본 그는 단돈 1만 원을 투자하더라도 그 돈의 가치를 소중하게 생각하고 신중하고 정확한 투자를 할 것을 거듭 강조한다.	9791155322611
 불곰주식연구소 대표 ‘불곰’의 주식투자 노하우. 2010년 8월에 문을 연 이래 71개월간 60개 매도종목으로 평균 수익률 62퍼센트를 달성한 불곰주식연구소의 투자 노하우가 모두 수록되어 있다.	9788960515529
 초보자도 쉽게 이해하는 주식 공부!주식투자의 성공 요소 중 중요한 것은 바로 수익을 낼 수 있는 종목을 볼 줄 아는 눈을 갖는 것이다. 지금 상승하거나 혹은 상승을 준비 중인 종목들이 본격적으로 상승하기 전에, 세력은 어쩔 수 없이 흔적을 남기게 된다. 『개미대학 세력의 매집원가 구하기』는 그런 종목을...	9791196119584
 ‘전세 레버리지 투자’의 원리에 더해 부동산 활황 시기 투자자들이 놓치고 있는 문제와 도사리고 있는 위험들, 평생 돈이라는 열매를 맺는 핵심 부동산 공략법, 부동산 대상별 투자의 정석 등을 소개한다.	9788952777638
 은 네이버 모바일의 인기 코너인 ‘잡&’ 콘텐츠 중에서 사용자들이 가장 열광했던 이야기를 바탕으로 집필한 것이다. 지난 2년 동안 그가 직접 발굴하고 만난 젊은 기업가들의 경험을 통해 우리의 미래에 대한 희망과 대안을 제시하고 있다.	9791196067601
 사람은 살아가면서 시기에 따라 부동산을 바라보는 시각이 변화한다. 지금 내가 처한 상황과 환경에 따라 집의 효용성이 결정되고 가치 역시 달라지는 것이다. 하지만 자신이 원하는 요건을 갖춘 집이 있다고 해서 가격을 따지지 않을 수는 없다. 따라서 집을 구매할 때의 고민은 다음 세 가지로 압축된다. ‘언제’.‘어디의’.‘얼마짜리’ 집을 사야 하느냐 하는 문제다.	9791157842728
 가장 쉽고 편하게, 안정적으로 고수익 내는 투자 비법&#x0D;수백 편 논문에서 뽑아낸 ‘검증된 퀀트 투자전략’ 공개&#x0D;&#x0D;주식 투자 초보자도 쉽게 따라 하면서 주가지수보다 훨씬 높은 초과수익을 올릴 수 있는 ‘퀀트 투자(quantitative investing, 계량투자) 전략’을 소개하는 책. 주식 투자에 많은 시간을...	9791195887392
 수중에 가진 돈이라고는 4000만 원 뿐. 과연 이 돈으로 집을 사서 월세를 받을 수 있을까? 내가 일하지 않아도 현금이 들어오는 구조를 만들 수 있을까? 불가능해 보였다. 집 한 채 사기도 어려운 돈으로 월세 받는 삶을 꿈꾸는 건 욕심같아 보였다. 수많은 고민과 방황 끝에 만나게 된 ‘부동산 경매’는 신세계였다.	9791195976591
 ‘백종원의 장사 이야기’에는 오랜 동안 먹는장사를 통해 대한민국의 성공한 프랜차이즈 사업가로 알려져 있는 저자의 식당 창업에 관한 시작부터 식당 운영까지의 그 모든 노하우가 담겨 있다.	9788926396902
 돈에 대한 거짓, 과장, 왜곡, 더 많은 부를 얻지 못하게 막는 모든 부정적 요소를 낱낱이 반박한다. 부에 대한 많은 잘못된 이해와 오해를 철저히 깨고, 돈과 관련하여 보다 나은 견해와 입장을 제시한다.	9791130617060
 시장과 정책에 흔들리지 않는 부동산 투자의 정석. 8.2 대책 발표와 함께 눈치 보기에 들어간 부동산 시장에서 생애 첫 집을 마련하고 싶어 하는 실수요자들, 이제 막 부동산 투자에 입문한 사람들 그리고 투기가 아닌 투자로서 부동산에 접근 중인 다주택자들을 위한 해법을 알려준다.	9791160502718
 오쿠다 히데오 소설. 한때 탄광 도시로 번성했지만 산업의 침체와 함께 지금은 쇠락해버린 시골 마을 도마자와. 무코다 씨는 도시의 광고 회사를 포기하고 이곳에서 가업을 이어받아 25년째 이발소를 운영 중이다. 그러던 어느 날 맏아들 가즈마사 역시 직장을 때려치우고 귀촌을 해서 가업을 이어받겠다고 나서는데….	9791158790554
 검색 데이터를 이용해 사람들의 숨겨진 진짜 욕망과 생각을 까발린다. 인종주의뿐 아니라 정신질환, 성생활, 아동학대, 낙태, 광고, 종교, 건강 등 다양한 분야에 걸친 충격적인 인간 본성이 거침없이 담긴 이 책은 우리가 지금까지 알고 있던 인간과 사회에 관한 지식 대부분이 거짓말로 왜곡되어 있다는 것을 알게 한다.	9791160504576
 에서는 ‘정치, 생애, 직업, 탐구’ 네 주제를 통해 과거와 확연히 다른 모습으로 다가올 새로운 사회를 조명하고, 내일을 열어가기 위한 인류의 노력과 지혜를 모두 모았다.	9791186560433
 일상툰의 대명사, &lt;어쿠스틱 라이프&gt;의 난다가 첫 에세이를 펴냈다. 작가는 육아 시절을 건너오며 또 다른 룸메이트인 아이를 온전히 받아들였고, 자신의 변화 역시 직시하기로 했다. 그간의 시절을 이 책 &lt;거의 정반대의 행복&gt; 한 권에 담았다.	9791162203002
 산뜻한 살림 노하우를 블로그에 올려 많은 인기를 얻은 저자가 자신처럼 쫓기듯 하루를 살아가는 주부들을 응원하는 마음으로 낸 책. 엄마에게도 집을 편안한 휴식 공간이자 기분 좋게 살림할 수 있는 공간으로 만들어 주기 위해 청소, 요리, 수납이 간결해지는 살림 노하우를 소개한다.	9791186650387
" ""지금 운동을 시작하기엔 너무 늦은 게 아닐까?"" 고민하는 사람이라면, 더 늦기 전에 운동을 해 보고 싶지만 시간도 마음의 여유도, 의지도 부족하다면, 이 책을 보라! 30대에 고혈압 진단을 받고 숨만 쉬던 저자가 하나씩 운동에 도전, 철인 3종을 완주하게 되었다. 무엇이 저자를 이렇게 바꾼 것일까?"	9791185823270
 인생에 다신 없을 재미있고 보람찬 시간, 30년 후의 마음으로 느긋하게 보내라!박혜란 할머니가 젊은 부모들에게 주는 맘 편한 육아 이야기 『다시 아이를 키운다면』. 가수 이적의 어머니로 알려진 여성학자 박혜란이 전하는 육아의 지혜를 담은 책이다. 자신의 며느리들을 포함해 지금 이 땅에서 아이들을 키우며...	9791195030507
 일본 니혼블로그무라 심플 라이프 부문 1위 블로그 Living Small의 운영자인 아키의 고민과 노력과 변화를 담은 책이자, 융통성 있는 미니멀 라이프를 지향하는 사람들을 위한 안내서다. ‘제대로 해야지’라는 생각에 오히려 시작도 하지 못하는 사람들을 위한 합리적인 미니멀 라이프 노하우가 집약되어 있다.	9788901220765
 똑.....똑..똑어! 이게 무슨 소리지?커다란 달이 똑똑 녹아내리고 있어요!『달 샤베트』는 『구름빵』 작가 백희나의 두 번째 창작 그림책으로, 작가는 몹시도 더운 어느 여름 밤 자꾸 더워지고 있는 지구를 걱정하다가 떠오른 이야기를 아기자기한 그림으로 옮겨 놓았습니다. 더운 날씨에 하늘에 매달려 있는 달이...	9788996478201
 자기만의 방 시리즈. 인기 인스타그래머이자 인기 블로그 '고요의 집'의 공간디렉터 최고요가 큰 공사 하지 않고도 내 공간을 가꾸는 방법을 소개한다. 당장 행복해지고 싶다면 내 집이 아니라고 행복을 미루지 말고 여기서, 오늘부터 내 공간을 바꿔보라고 그는 말한다.	9791160800838
 2005 볼로냐 국제어린이도서전이 뽑은 올해의 일러스트레이터 '백희나'씨의 첫 창작 그림책입니다. 어느 비 오는 날 고양이 가족의 하루를 담은 이야기로  종이, 천, 나무 등의 여러가지 재료를 사용하여 세팅한 배경 위에 역시 손수 그리고 오려서 만든 종이 캐릭터들을 움직여 찍어낸 독특한 기법이 눈길을...	9788953527058
 누구나 비우기로 심플라이프를 시작한다. 하지만 멋진롬이 주목 받은 이유는 오랜 시간 카페와 블로그에 글을 올리면서 인생 전체가 심플하게 바뀌고 많은 사람들이 그를 따라했기 때문이다. 일단 비우기를 시작하면 과소비를 반성하게 된다.	9791186647042
 엄마가 처음 3년만 고생하면 30년이 평탄해지는, 가장 돈이 적게 들면서도 가장 큰 효과를 거둘 수 있는 책육아. 아이에게 책이 ‘공기’가 되고, 독서가 ‘물 마시기’가 될 수 있었던 모든 방법을 공개한다.	9788956013046
 엄마가 세상에 하나뿐인 아이에게 전하는 사랑과 응원의 메시지 &#x0D;&#x0D;신이 세상 모든 곳에 존재할 수 없어 ‘엄마’가 존재한다는 말이 있습니다. 그만큼 ‘엄마’라는 존재는 아이에게 세상에서 가장 따뜻한 품이자 든든한 버팀목이 아닐까요? 엄마 또한 세상에 하나뿐인 아이를 위해 무엇이든 다 할 수...	9788962478518
 인스타그램과 페이스북으로 연재했던 인기 만화 며느라기. 며느라기는 갓 결혼한 여자 주인공 민사린을 통해 가정에서 가부장 제도가 어떤 모습으로 존재하고 작용하는지 그리고 우리 사회는 어떻게 그것을 받아들이게 하는지를 담담하게 보여준다.주인공 민사린은 졸업 후 우연히 대학 동기 무구영을 만나...	9791196287801
 베스트셀러 '꿈이 있는 아내는 늙지 않는다' '아트스피치' '언니의 독설' '드림 온' '살아 있는 뜨거움'  등으로 꿈에 대한 다양한 이야기를 들려줬던 김미경 원장이, 이번에는 삶에서 만난 작고 소소한 질문에 대해 함께 얘기해보자며 우리에게 말을 걸어왔다.	9788947540926
 첫눈 오는 날, 어린 두더지가 처음으로 친구라는 존재를 만나 느꼈던 설렘의 감정을 담고 있다. 첫 그림책 &lt;두더지의 고민&gt;으로 많은 사랑을 받았던 작가는 이번에도 특유의 아기자기한 문체와 따듯한 색감으로 두더지의 하루를 포근하게 그려낸다.	9791160940046
 초등학생들의 신나는 실험 이야기를 통해 아이들에게 어려운 과학 원리와 용어를 쉽고 재미있게 전달하는 실험 대결 만화 &lt;내일은 실험왕&gt;시리즈. 18권 ‘식물의 대결’편에서는 식물의 구조와 기능, 특징에 따른 분류, 수분과 수정 및 번식 등 놀라운 식물의 세계에 관한 모든 핵심 과학 상식을 총망라했다....	9788937847707
 해양에 관한 과학 정보를 한눈에 보여 주는 실험이 펼쳐진다. 대결 속 다양하고 재미있는 실험을 통해 해양 생태계와 해양 생물의 활용, 혼합층, 수온 약층, 심해층 등에 대해 이해하고 이와 관련된 다양한 과학 정보를 익힐 수 있다.	9791162331088
 Why? 초등과학학습만화 시리즈 65권. 과학의 원리를 적용한 다양한 마술들이 실려 있다. 책 속 마술들을 따라 하다 보면 거울의 원리, 관성의 법칙, 열전도 현상 등 관련된 과학 원리들을 배울 수 있다.	9788930219563
 게임 《메이플스토리》의 캐릭터와 함께 수학을 배워요!게임 《메이플스토리》와 함께하는 「코믹 메이플스토리」 시리즈 『수학도둑』 제32권 《심화편》. 게임 《메이플스토리》의 캐릭터가 펼치는 신나는 모험 이야기를 통한 수학논술만화다. 특히 제32권부터 제45권까지 해당하는 '심화편'에서는 생활...	9788926395219
 사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화. 수학적 계산을 이용하여 위기를 탈출하고, 사건을 해결하는 이야기를 통해 수학에 흥미를 느끼고 논리적인 깨달음을 얻을 수 있는 흥미진진한 수학만화이다. '수학 워크북'을 부록으로 제공하여 기본문제부터 고난도의 문제까지 다양한 유형의 문제를...	9788926395233
 2007년 &lt;기억을 가져온 아이&gt;로 마해송문학상을, &lt;내 가슴에 해마가 산다&gt;로 문학동네어린이문학상을 수상하며 주목해야 할 신인의 등장을 알린 김려령의 작품이다. 주인공 완득이는 가난한 집 아들에 공부도 못하지만, 싸움만큼은 누구에게도 지지 않는 열일곱 소년.	9788936433635
 대한민국 대표 영어강사 이시원, 영포자들의 닫힌 말문을 열게하다!8주면 누구나 영어말하기가 가능한 핵심 강의들을 책으로 만나보는 『나의 영어사춘기』. 영어초보자 또는 영어포기자들을 위해 영어말하기 학습 도서이다. 그동안 우리가 배웠던 시험을 위한 학습이 아닌 영어말하기 위한 학습을 통해...	9791161500973
 어릴 적에 유치원 원장으로부터 함께 성추행을 당했던 동명이인 ‘유진과 유진’은 중학생이 되어 한 반에서 해후한다. 활달한 성격의 ‘큰유진’은 ‘작은유진’을 보자마자 직감적으로 유치원 때를 떠올리고 말을 건넨다. 하지만 작은유진은 큰유진을 전혀 기억하지 못하고 새침하게 군다. 어릴 적 기억의...	9788957980132
 우리 곁의 10가지 먹을거리를 통해 만나는 세계사 이야기!제2회 창비청소년도서상 교양 부문 대상 수상작『식탁위의 세계사』. 감자에서 비롯한 아일랜드 대기근부터 옥수수에 대한 러시아 지도자 흐루쇼프의 열정, 소금법에 저항한 간디의 소금 행진 등 음식을 통해 세계사의 중요한 사건과 인물들에 관한...	9788936452056
 &lt;완득이&gt;의 작가 김려령의 신작! 나를 지키기 위한 잔인한 거짓말...&lt;완득이&gt;의 작가 김려령이 선보이는 새로운 장편소설『우아한 거짓말』. 이 작품은 평범해 보이던 열네 살 소녀의 죽음에서 시작된다. 동생의 죽음을 이해할 수 없었던 언니는 동생이 남긴 흔적을 살펴보고, 숨겨져 있던 진실이 그...	9788936456221
 가족은 사회를 반영하고, 가족 내에서 사회의 비극이 되풀이 된다는 지점에서 ‘정상가족 이데올로기’의 부조리를 다양한 사례들과 연구 결과를 통해 드러내는 책. 18년 경력의 기자 생활과 세이브더칠드런에서의 6년에 걸친 경력 활동가 생활을 바탕으로 사회 시스템 차원에서 원인을 분석하고 한국 사회가 나아가야할 지점에 대한 고민을 담았다.	9788962622096
 12년 동안 저자가 아이들과 함께 독서 논술 수업을 하면서 축적한 노하우를 집약한 독서교육 지침서. 전국을 누비며 독서법 강연을 하는 전문가지만 《공부머리 독서법》에는 가정에서 실현 가능한 독서법만을 엮었다. 실제 사례와 데이터를 바탕으로 직접 효과를 본 독서법들이 알차게 채워져 있다.	9791196316808
 &lt;용선생의 시끌벅적 한국사&gt;의 캐릭터들이 과거로 시간 여행을 떠나 다양한 역사적 사건에 직접 참여하면서 벌어지는 흥미진진한 이야기이다. 2권은 고구려.백제.신라.가야의 건국부터 4세기 백제의 발전, 5세기 고구려의 영토 확장 등을 다루고 있다.	9788964359174
 2030 미래 예측 시리즈의 완결판으로 제4의 물결 예측 시나리오, 예측 시나리오 업데이트, 임박한 아시아 금융위기 대응 전략 제안(블랙 스완 투자 시나리오)을 3가지를 핵심 주제로 한다.	9791187481157
 유발 하라리가 들려주는 중세시대 전쟁 이야기. 오늘날 영화와 게임 등에서 대중의 상상력을 지배하고 있는 ‘특수작전’에 대해 다룬다. 요인 구출과 시설 장악, 암살 등을 목표로 하는 특수작전의 연원은 중세시대로까지 거슬러 올라가 살펴보고자 한다.	9791196155612
 4차 산업혁명이 가져올 개인의 삶, 그리고 대한민국의 경제적 변화경로를 담은 책. IT기업이나 제조업 종사자들에게 국한돼 있어 보이는 4차 산업이란 단어가 어떻게 일반 개인의 직업과 경제상황으로 연결돼 변화를 가져오는가에 대해 담았다.	9791196376406
 &lt;사피엔스&gt; 저자 유발 하라리의 전쟁 문화사. 중세부터 근대 후기까지 전투원들의 전쟁 경험담을 비교 분석함으로써 전쟁을 해석하는 시각이 어떻게 변화했는지, '계시적 전쟁 해석'이 등장한 사회적, 문화적 배경은 무엇인지 살핀다.	9788993952858
 개인이 금융 약자의 처지에서 벗어나 승리하려면 어떻게 해야 할까. 미래학자인 저자가 처음 미래학을 공부할 때부터 오랫동안 가슴 속에 품어 온 이 질문에 대한 답을 한다. 위기 속에 숨은 세 번의 기회를 잡기 위한 미래학자의 투자 시나리오를 공개한다.	9791187481324
 한국 대표 미래학자 최윤식 박사가 최근의 미중 관계를 반영하여 업데이트한 미중전쟁 예측 시나리오를 소개하는 책을 출간했다. 최윤식 박사는 이미 2010년부터 미중전쟁의 가능성에 주목하여 “세계 패권을 놓고 미국과 중국의 전쟁이 벌어진다”는 충격적인 예측을 발표했다.	9791187481423
 전편 '명견만리'에서 인구, 경제, 북한, 의료 분야를 중심으로 기존의 예측을 깨는 내용들을 보여줬다면, 이번 '명견만리_미래의 기회 편'에서는 윤리, 기술, 중국, 교육 분야를 중심으로 우리 공동체와 개인의 미래를 바꿀 기회들을 탐색한다.	9791186560204
 저자는 4차산업혁명의 키워드를 중심으로 앞으로 세상이 어떻게 변할 것인지를 상상의 힘을 더해 그려간다. 각각 흩어져 있는 핵심 키워드들이 향후 어떻게 서로 작용할 것이며, 지금은 보이지 않지만, 결국 미래를 정복하고 우뚝 설 기술과 기업을 소개한다.	9791187993117
 직장인이 주식투자에 유리한 이유는 바로 월급이라는 안정적인 수익을 토대로 부담없이 주식을 시도할 수 있다는 것이다. 실패하더라도 직장에 더 충실하면 되고, 성공하면 부의 축적 속도가 빨라지는 효과가 있다. 기왕 재테크의 세계로 내몰렸다면 안정적인 월급을 바탕으로 좀 더 자유롭게 주식과 맞벌이를 하는 것이 현명한 재테크의 방법일 것이다.	9791160504774
 저자는 외국 연수가 흔치 않았던 1980년대 일본연수를 한 이래 30여년을 일본을 꾸준히 분석해왔다. 한국과 일본의 고령화 양상이 비슷하게 진행될 것이라는 점에 착안해 지난 6년간 일본의 고령화 트렌드와 정부, 기업의 대응 방안을 리포트해왔다.	9791186256923
 김장섭(필명 조던)과 평생 땅 투자를 해온 재야의 초고수 윤세영(필명 농지오케이)이 만났다. 사례와 함께 사례 속에 등장하는 투자자들의 성공비결을 분석한다.	9791187993025
 현재 6만 평에 투자 중인 대박땅꾼이 직접 발품 팔아 쌓은 자신만의 땅 투자 비법을 이 책에 담았다. 초보, 중수, 고수별로 투자할 수 있는 다양한 방법을 친절한 예시를 통해 소개하고 있으며, 최신 부동산 동향과 개발호재, 투자 포인트도 아낌없이 짚어준다.	9788957821114
 세계적인 밀리언셀러 &lt;모든 순간의 물리학&gt;에 이은 카를로 로벨리의 또 하나의 수작. 20세기 물리학의 혁명을 일으킨 핵심 이론부터 가장 최근 도입된 참신한 아이디어까지, 일반상대성이론과 양자이론을 통합한 새로운 시각에서 시공간의 실재를 탐색하는 책이다.	9788965706205
 양자 역학의 탄생부터 최전선까지 모든 역사와 20세기 물리학의 ‘제자백가’들이 펼치는 이론과 법칙을 마음껏 만끽할 수 있도록 단 한 권에 담았다. 복잡한 수학을 일상 언어로 풀어 쓰고 중첩, 도약, 얽힘 등 낯선 개념을 비유와 시각 자료를 곁들여 쉽고 정확하게 이해시켜 준다.	9788983718914
 그동안 전 세계에서 롤랜드버거가 발표한 수많은 보고서 중 우리가 미래를 준비하기 위해 반드시 알아야 할 내용만 골라 단행본 형식에 맞게 재구성한 책이다. 4차 산업혁명의 비전과 현장과 역사적 맥락을 다루는 것은 물론, 이미 도착한 미래에서 일하고 있는 기업가들을 인터뷰해 그들의 생생한 목소리를 담았다.	9791130612911
 영어의 신으로 만들어 준 ‘영화 한 편 씹어먹기’ 3단계 훈련법의 방법과 포기하지 않는 마인드 컨트롤 노하우를 알려준다. 저자에게 영어를 잘하는 법을 질문했던 모든 분들에 대한 응답이자, 영어로 힘들어하는 수많은 분들에게 드리는 속 시원한 해답이 된다.	9791130614427
 근현대사의 주요 이슈들로부터, 고대사의 감춰진 이야기들까지 한국사의 주요 쟁점들을 소설을 통해 쉼 없이 다뤄온 작가, 김진명. 그가 한국사에 대해 작심하고 입을 열었다. 책에는 7개의 한국사 미스터리가 등장한다. 각 편마다 역사적 진실의 실마리를 찾아가는 김진명의 취재과정이 실감나게 그려져 있다.	9791187192268
 평범한 사람들이 실패하는 패턴에서 벗어나 재정적 자유를 얻는 방법은 없을까? 저자는 누구나 부자처럼 사고하고 투자할 수 있도록 부자들의 투자 승리 패턴부터, 그들의 핵심 투자 원칙과 사고방식까지 이 책에 낱낱이 분석.정리해 담았다.	9788925563305
 유령함대는 무서울 정도로 현실을 그리는 소설이다「왕좌의 게임」 「헝거 게임」 등 초대형 블록버스터 제작자들로부터 쏟아진 극찬!2018년 남중국해를 두고 미국과 중국과의 군사 경쟁이 점점 치열해지고 있다. 향후 세계 패권을 차지하기 위한 미중 간의 갈등은 어떻게 전개될 것인가? 미 국방성, CIA, 미...	9788952238986
 음식을 한 상 가득 차려놓고, 불편한 양반다리 자세로 앉아서 다 같이 찌개를 떠먹으며, 술잔은 돌려야 제맛이라는 한국인. 한국인은 언제부터 이렇게 먹어왔을까? 답하기 곤란했던 한국인의 몸에 밴 식사 방식과 습관에 대해 '음식인문학자' 주영하 교수가 다양한 사료를 섭렵하고 재구성해 풀어낸다.	9791160800975
" &lt;외규장각 도서의 비밀&gt;로 '교양 문화 추리소설'이라는 새로운 패러다임을 제시하며 장르 문학과 본격 문학의 경계를 허물고 많은 독자들의 호응을 받은 조완선 작가의 장편소설. 출간 전부터 ""경탄할 만한 흡인력"" ""놀라운 추리 기법"" ""생생한 리얼리티""라는 평을 받으며 영화화 판권 문의가 쇄도한 작품이다."	9791130611938
 작품성과 대중성을 두루 갖춘 「해리 보슈 시리즈」의 재탄생!크라임 스릴러의 마스터 마이클 코넬리가 창조한 이 시대 가장 걸출한 경찰 소설 「해리 보슈 시리즈」가 현대적인 세련미와 가독성을 높인 디자인으로 단장을 마쳤다. 저자의 오랜 범죄 담당 기자 경험에서 비롯된 놀라울 정도의 사실적인...	9788925563343
 설계에서 론칭, 운영, 수익 창출, 거버넌스, 규제까지 세계 최초의 플랫폼 비즈니스 매뉴얼	9788960515987
 2년이라는 시한부 삶을 살게 된 뒤, 나의 일상은 더 명랑해졌다!세계에서 꾸준한 사랑을 받은 밀리언셀러《100만 번 산 고양이》의 작가이자 일러스트레이터 사노 요코. 『사는 게 뭐라고』는  2003년부터 2008년, 저자 사노 요코가 세상을 떠나기 2년 전까지 쓴 꼼꼼한 생활기록으로, 간결하고 독특한 문체로 한...	9788960902299
 2000년대 등장한 이래 희비극적이라 할 그만의 월드를 축조했던 작가 이기호. 등단 15년이 넘었음에도 어떠한 피로감 없이 소모 없이 새로운 감각의 독보적 이야기꾼이라는 신뢰가 여전하다. 그의 특별한 짧은 소설을 한 권에 담았다.	9788960902572
 노인이 인구의 주된 비중을 차지하는 고령 사회는 피할 수 없는 현실이자 트렌드다. 그런데 우리는 노년이 두렵기만 하다. 시대에 걸맞은 노년 문화의 형성이 조속히 필요하다는 점에 공감한 6명의 강연자들이 '나이듦'에 대해 릴레이 강연을 펼쳤다.	9788974837662
 그들은 아주 멀리에서 왔댜.&#x0D;지금 이 순간, 우리는 모두 1905년 생이다!&#x0D;&#x0D;러일 전쟁이 한창이던 1905년. 영국 기선 일포드 호는 신부와 무당, 양반과 황족, 내시 등 1033명을 태우고 멕시코로 향한다. 망국 직전의 나라에서 떠나는 그들이 기대한 것은 좋은 일자리와 더 나은 미래. 그러나 실은...	9788954610131
 50살이라는 낯선 나이를 처음 마주하게 된 저자의 담담하지만 산뜻한 시선을 담은 에세이다. 수필가이자 편집자인 저자는 50살이 되면서 자신을 둘러 싼 모든 것들을 다시금 찬찬히 들여다보기로 마음먹었다.	9791159350115
 베스트셀러 &lt;왜 공부하는가&gt; &lt;한 번은 독해져라&gt; 김진애 저자의 신작. 그녀는  여성 작가들의 책을 만나고 여성 작가와 여성 캐릭터들의 삶을 더듬으며 여자로서의 자존감, 인간으로서의 호기심, 프로로서의 자긍심, 세상을 바꾸고 싶다는 꿈을 키웠다.	9791130613376
 &lt;카모메 식당&gt;의 작가 무레 요코, 그녀의 외할머니 모모요 이야기. 졸지에 일을 잃게 된 모모요는 하루 종일 집에만 있는 것이 답답해져서 도쿄로의 여행을 감행한다. 이 에세이는 90살이 된 모모요가 자신의 하루를 충만하게 보내려는 의지를 내뿜는 그 순간부터 시작된다.	9791188451098
 2007년 제15회 오영수문학상, 2008년 제32회 이상문학상, 2012년 제44회 한국일보문학상, 그리고 2014년 '작품을 만들어내는 솜씨가 장인의 경지'에 올랐다는 상찬을 받으며 장편소설 &lt;토우의 집&gt;으로 제18회 동리문학상을 수상한 소설가 권여선이 다섯번째 소설집 &lt;안녕 주정뱅이&gt;를 선보인다.	9788936437381
" &lt;오베라는 남자&gt;로 전 세계를 사로잡은 감동소설의 대가 프레드릭 배크만이 모두의 가슴을 울리는 새로운 이야기 &lt;베어타운&gt;으로 돌아왔다. 출간 즉시 베스트셀러에 오르며 ""&lt;오베라는 남자&gt;를 뛰어넘었다"" ""이 시대의 디킨스다""라는 언론의 열광적인 찬사를 받았다."	9791130616650
 2014년 첫번째 소설집 &lt;센티멘털도 하루 이틀&gt;로 신동엽문학상을, 2016년 '너무 한낮의 연애'로 젊은작가상 대상을 수상하며 한국문학의 기대주로 급부상한 소설가 김금희의 첫번째 장편소설. 2017년 봄부터 겨울까지 계간 「창작과비평」에 연재하며 문단의 호평과 독자의 기대를 한껏 받은 작품이다.	9788936434311
